"Date","Price","Open","High","Low","Change %"
"Feb 09, 2016","6.5739","6.5710","6.5739","6.5710","0.00"
"Feb 08, 2016","6.5739","6.5710","6.5739","6.5710","0.00"
"Feb 05, 2016","6.5739","6.5655","6.5754","6.5650","0.14"
"Feb 04, 2016","6.5648","6.5755","6.5791","6.5633","-0.19"
"Feb 03, 2016","6.5770","6.5788","6.5805","6.5747","-0.04"
"Feb 02, 2016","6.5798","6.5780","6.5800","6.5770","0.02"
"Feb 01, 2016","6.5784","6.5738","6.5819","6.5738","0.03"
"Jan 29, 2016","6.5761","6.5736","6.5796","6.5723","0.02"
"Jan 28, 2016","6.5751","6.5770","6.5789","6.5728","-0.04"
"Jan 27, 2016","6.5778","6.5799","6.5818","6.5750","-0.07"
"Jan 26, 2016","6.5825","6.5783","6.5851","6.5776","0.05"
"Jan 25, 2016","6.5793","6.5780","6.5800","6.5771","0.00"
"Jan 22, 2016","6.5791","6.5781","6.5800","6.5770","-0.01"
"Jan 21, 2016","6.5800","6.5781","6.5805","6.5750","0.02"
"Jan 20, 2016","6.5784","6.5766","6.5803","6.5766","-0.00"
"Jan 19, 2016","6.5785","6.5750","6.5796","6.5750","-0.01"
"Jan 18, 2016","6.5789","6.5840","6.5840","6.5753","-0.09"
"Jan 15, 2016","6.5849","6.5848","6.5884","6.5825","-0.08"
"Jan 14, 2016","6.5901","6.5765","6.5921","6.5765","0.22"
"Jan 13, 2016","6.5754","6.5690","6.5806","6.5690","0.04"
"Jan 12, 2016","6.5725","6.5657","6.5805","6.5657","0.05"
"Jan 11, 2016","6.5695","6.5932","6.5952","6.5675","-0.41"
"Jan 08, 2016","6.5965","6.5654","6.5967","6.5640","0.05"
"Jan 07, 2016","6.5929","6.5820","6.5948","6.5793","0.55"
"Jan 06, 2016","6.5566","6.5258","6.5615","6.5258","0.64"
"Jan 05, 2016","6.5148","6.5200","6.5247","6.5133","-0.32"
"Jan 04, 2016","6.5354","6.5069","6.5366","6.5069","0.64"
"Jan 01, 2016","6.4936","6.4921","6.4936","6.4921","0.00"
"Dec 31, 2015","6.4936","6.4902","6.4950","6.4882","0.04"
"Dec 30, 2015","6.4912","6.4849","6.4924","6.4849","0.10"
"Dec 29, 2015","6.4848","6.4851","6.4883","6.4828","-0.06"
"Dec 28, 2015","6.4886","6.4747","6.4890","6.4746","0.19"
"Dec 25, 2015","6.4764","6.4730","6.4778","6.4677","-0.01"
"Dec 24, 2015","6.4773","6.4767","6.4801","6.4745","-0.01"
"Dec 23, 2015","6.4778","6.4763","6.4795","6.4741","-0.02"
"Dec 22, 2015","6.4788","6.4789","6.4799","6.4751","-0.03"
"Dec 21, 2015","6.4808","6.4793","6.4825","6.4769","-0.01"
"Dec 18, 2015","6.4815","6.4805","6.4849","6.4763","-0.03"
"Dec 17, 2015","6.4837","6.4722","6.4851","6.4722","0.16"
"Dec 16, 2015","6.4733","6.4607","6.4733","6.4578","0.19"
"Dec 15, 2015","6.4610","6.4597","6.4702","6.4551","0.03"
"Dec 14, 2015","6.4589","6.4632","6.4651","6.4546","0.06"
"Dec 11, 2015","6.4553","6.4382","6.4573","6.4382","0.27"
"Dec 10, 2015","6.4378","6.4276","6.4415","6.4275","0.15"
"Dec 09, 2015","6.4280","6.4186","6.4289","6.4174","0.17"
"Dec 08, 2015","6.4172","6.4100","6.4193","6.4100","0.14"
"Dec 07, 2015","6.4082","6.3994","6.4086","6.3994","0.11"
"Dec 04, 2015","6.4010","6.3890","6.4041","6.3889","0.05"
"Dec 03, 2015","6.3975","6.3988","6.4000","6.3945","-0.02"
"Dec 02, 2015","6.3987","6.3960","6.3988","6.3955","0.00"
"Dec 01, 2015","6.3987","6.3964","6.3989","6.3962","0.01"
"Nov 30, 2015","6.3982","6.3960","6.3983","6.3903","0.05"
"Nov 27, 2015","6.3949","6.3913","6.3965","6.3901","0.08"
"Nov 26, 2015","6.3895","6.3880","6.3898","6.3871","0.00"
"Nov 25, 2015","6.3892","6.3877","6.3909","6.3850","-0.01"
"Nov 24, 2015","6.3898","6.3863","6.3910","6.3853","0.01"
"Nov 23, 2015","6.3893","6.3840","6.3909","6.3840","0.07"
